rosbagTimestamp,layout,dim,data_offset,data
1626632220448500977,,[],0,"[0, 0, 0]"
1626632220468549716,,[],0,"[0, 0, 0]"
1626632220488517684,,[],0,"[0, 0, 0]"
1626632220508358951,,[],0,"[0, 0, 0]"
1626632220528739844,,[],0,"[0, 0, 0]"
1626632220548239262,,[],0,"[0, 0, 0]"
1626632220568501380,,[],0,"[0, 0, 0]"
1626632220588541391,,[],0,"[0, 0, 0]"
1626632220608739395,,[],0,"[0, 0, 0]"
1626632220628620159,,[],0,"[0, 0, 0]"
1626632220648449613,,[],0,"[0, 0, 0]"
1626632220668535853,,[],0,"[0, 0, 0]"
1626632220688340839,,[],0,"[0, 0, 0]"
1626632220708232167,,[],0,"[0, 0, 0]"
1626632220728224258,,[],0,"[0, 0, 0]"
1626632220748334115,,[],0,"[0, 0, 0]"
1626632220767885915,,[],0,"[0, 0, 0]"
1626632220787693637,,[],0,"[0, 0, 0]"
1626632220807777253,,[],0,"[0, 0, 0]"
1626632220827945885,,[],0,"[0, 0, 0]"
1626632220848069562,,[],0,"[0, 0, 0]"
1626632220868084565,,[],0,"[0, 0, 0]"
1626632220888309741,,[],0,"[0, 0, 0]"
1626632220908424909,,[],0,"[0, 0, 0]"
1626632220928381379,,[],0,"[0, 0, 0]"
1626632220948142157,,[],0,"[0, 0, 0]"
1626632220968415776,,[],0,"[0, 0, 0]"
1626632220988508756,,[],0,"[0, 0, 0]"
1626632221008431278,,[],0,"[0, 0, 0]"
1626632221028540437,,[],0,"[0, 0, 0]"
1626632221048595887,,[],0,"[0, 0, 0]"
1626632221068411802,,[],0,"[0, 0, 0]"
1626632221088423088,,[],0,"[0, 0, 0]"
1626632221108504109,,[],0,"[0, 0, 0]"
1626632221128263620,,[],0,"[0, 0, 0]"
1626632221148477632,,[],0,"[0, 0, 0]"
1626632221168393718,,[],0,"[0, 0, 0]"
1626632221188276271,,[],0,"[0, 0, 0]"
1626632221208183776,,[],0,"[0, 0, 0]"
1626632221228407372,,[],0,"[0, 0, 0]"
1626632221248332666,,[],0,"[0, 0, 0]"
1626632221268145161,,[],0,"[0, 0, 0]"
1626632221288176691,,[],0,"[0, 0, 0]"
1626632221308287274,,[],0,"[0, 0, 0]"
1626632221328550938,,[],0,"[0, 0, 0]"
1626632221348615051,,[],0,"[0, 0, 0]"
1626632221368589174,,[],0,"[0, 0, 0]"
1626632221388456666,,[],0,"[0, 0, 0]"
1626632221408207779,,[],0,"[0, 0, 0]"
1626632221428254151,,[],0,"[0, 0, 0]"
1626632221448338897,,[],0,"[0, 0, 0]"
1626632221468199371,,[],0,"[0, 0, 0]"
1626632221488528744,,[],0,"[0, 0, 0]"
1626632221508226849,,[],0,"[0, 0, 0]"
1626632221528492944,,[],0,"[0, 0, 0]"
1626632221548297002,,[],0,"[0, 0, 0]"
1626632221568131781,,[],0,"[0, 0, 0]"
1626632221588589353,,[],0,"[0, 0, 0]"
1626632221608151353,,[],0,"[0, 0, 0]"
1626632221628586020,,[],0,"[0, 0, 0]"
1626632221648268027,,[],0,"[0, 0, 0]"
1626632221668371961,,[],0,"[0, 0, 0]"
1626632221688308937,,[],0,"[0, 0, 0]"
1626632221708477688,,[],0,"[0, 0, 0]"
1626632221728373542,,[],0,"[0, 0, 0]"
1626632221748262042,,[],0,"[0, 0, 0]"
1626632221768376891,,[],0,"[0, 0, 0]"
1626632221788436473,,[],0,"[0, 0, 0]"
1626632221808261091,,[],0,"[0, 0, 0]"
1626632221828439664,,[],0,"[0, 0, 0]"
1626632221848258067,,[],0,"[0, 0, 0]"
1626632221868230389,,[],0,"[0, 0, 0]"
1626632221888453264,,[],0,"[0, 0, 0]"
1626632221908201157,,[],0,"[0, 0, 0]"
1626632221928550978,,[],0,"[0, 0, 0]"
1626632221948607795,,[],0,"[0, 0, 0]"
1626632221968377700,,[],0,"[0, 0, 0]"
1626632221988544704,,[],0,"[0, 0, 0]"
1626632222008165792,,[],0,"[0, 0, 0]"
1626632222028448289,,[],0,"[0, 0, 0]"
1626632222048921991,,[],0,"[0, 0, 0]"
1626632222068432986,,[],0,"[0, 0, 0]"
1626632222088217816,,[],0,"[0, 0, 0]"
1626632222108478572,,[],0,"[0, 0, 0]"
1626632222128391417,,[],0,"[0, 0, 0]"
1626632222148137346,,[],0,"[0, 0, 0]"
1626632222168510791,,[],0,"[0, 0, 0]"
1626632222188181644,,[],0,"[0, 0, 0]"
1626632222208211304,,[],0,"[0, 0, 0]"
1626632222228436751,,[],0,"[0, 0, 0]"
1626632222248443854,,[],0,"[0, 0, 0]"
1626632222268539936,,[],0,"[0, 0, 0]"
1626632222288615202,,[],0,"[0, 0, 0]"
1626632222308458095,,[],0,"[0, 0, 0]"
1626632222328153801,,[],0,"[0, 0, 0]"
1626632222348325948,,[],0,"[0, 0, 0]"
1626632222368376959,,[],0,"[0, 0, 0]"
1626632222388633858,,[],0,"[0, 0, 0]"
1626632222408779501,,[],0,"[0, 0, 0]"
1626632222428199942,,[],0,"[0, 0, 0]"
