%time,field.layout.data_offset,field.data0,field.data1,field.data2
1626632279548204360,0,0,99,0
1626632279568556357,0,0,99,0
1626632279588603887,0,0,99,0
1626632279608153434,0,0,99,0
1626632279628239885,0,0,99,0
1626632279648648411,0,0,99,0
1626632279668336507,0,0,99,0
1626632279688473247,0,0,99,0
1626632279708407925,0,0,99,0
1626632279728579151,0,0,99,0
1626632279748612472,0,0,99,0
1626632279768557776,0,0,99,0
1626632279788293869,0,0,99,0
1626632279808529261,0,0,99,0
1626632279828380216,0,0,99,0
1626632279848195236,0,0,99,0
1626632279868576692,0,0,99,0
1626632279888354279,0,0,99,0
1626632279908088441,0,0,99,0
1626632279928370184,0,0,99,0
1626632279948279327,0,0,99,0
1626632279968247711,0,0,99,0
1626632279988301101,0,0,99,0
1626632280008228233,0,0,99,0
1626632280028307199,0,0,99,0
1626632280048226605,0,0,99,0
1626632280068532352,0,0,99,0
1626632280088514775,0,0,99,0
1626632280108353281,0,0,99,0
1626632280128686285,0,0,99,0
1626632280148203020,0,0,99,0
1626632280168239372,0,0,99,0
1626632280188294497,0,0,99,0
1626632280208251280,0,0,99,0
1626632280228453853,0,0,99,0
1626632280248290090,0,0,99,0
1626632280268632666,0,0,99,0
1626632280288457281,0,0,88,0
1626632280308320834,0,0,0,0
1626632280328592885,0,0,0,0
1626632280348442015,0,0,0,0
1626632280368621725,0,0,0,0
1626632280388666301,0,0,0,0
1626632280408734377,0,0,0,0
1626632280428376290,0,0,0,0
1626632280447952677,0,0,0,0
1626632280467941443,0,0,0,0
1626632280488121717,0,0,0,0
1626632280508271051,0,0,0,0
1626632280528396805,0,0,0,0
1626632280548431835,0,0,0,0
1626632280568554593,0,0,0,0
1626632280588477160,0,0,0,0
1626632280608231251,0,0,0,0
1626632280628443023,0,0,0,0
1626632280648754734,0,0,0,0
1626632280668272592,0,0,0,0
1626632280688553343,0,0,0,0
1626632280708228159,0,0,0,0
1626632280728587528,0,0,0,0
1626632280748614932,0,0,0,0
1626632280768501096,0,0,0,0
1626632280788567501,0,0,0,0
1626632280808167229,0,0,0,0
1626632280828170238,0,0,0,0
1626632280848303382,0,0,0,0
1626632280868510075,0,0,0,0
1626632280888404168,0,0,0,0
1626632280908603251,0,0,0,0
1626632280928445359,0,0,0,0
1626632280948029037,0,0,0,0
1626632280969223124,0,0,0,0
1626632280988336493,0,0,0,0
1626632281008156893,0,0,0,0
1626632281028450531,0,0,0,0
1626632281048330674,0,0,0,0
1626632281068308267,0,0,0,0
1626632281088313454,0,0,0,0
1626632281108610305,0,0,0,0
1626632281128337466,0,0,0,0
1626632281148363252,0,0,0,0
1626632281168547246,0,0,0,0
1626632281188268190,0,0,0,0
1626632281208411329,0,0,0,0
1626632281228264642,0,0,0,0
1626632281248420703,0,0,0,0
1626632281268384974,0,0,0,0
1626632281288640734,0,0,0,0
1626632281308378217,0,0,0,0
1626632281328573599,0,0,0,0
1626632281348540735,0,0,0,0
1626632281368261249,0,0,0,0
1626632281388515131,0,0,0,0
1626632281408365857,0,0,0,0
1626632281428331423,0,0,0,0
1626632281448303212,0,0,0,0
1626632281468386992,0,0,0,0
1626632281488293155,0,0,0,0
1626632281508140214,0,0,0,0
1626632281528451305,0,0,0,0
1626632281548589223,0,0,0,0
1626632281568407300,0,0,0,0
1626632281588622039,0,0,0,0
1626632281608589426,0,0,0,0
1626632281628476012,0,0,0,0
1626632281648185467,0,0,0,0
1626632281667776450,0,0,0,0
1626632281687523310,0,0,0,0
1626632281707515478,0,0,0,0
1626632281728225912,0,0,0,0
1626632281747997595,0,0,0,0
1626632281768098451,0,0,0,0
1626632281788079644,0,0,0,0
1626632281808502581,0,0,0,0
1626632281828304939,0,0,0,0
1626632281848244780,0,0,0,0
1626632281868304519,0,0,0,0
1626632281888343297,0,0,0,0
1626632281908075176,0,0,0,0
1626632281928175218,0,0,0,0
1626632281948429139,0,0,0,0
1626632281968119627,0,0,0,0
1626632281988654831,0,0,0,0
1626632282008386163,0,0,0,0
1626632282028248792,0,0,0,0
1626632282047969813,0,0,0,0
1626632282068173947,0,0,0,0
1626632282088335203,0,0,0,0
1626632282108016934,0,0,0,0
1626632282128250129,0,0,0,0
1626632282148470158,0,0,0,0
1626632282168194998,0,0,0,0
1626632282188193564,0,0,0,0
1626632282208343409,0,0,0,0
1626632282228154315,0,0,0,0
1626632282248488103,0,0,0,0
1626632282268293866,0,0,0,0
1626632282288253055,0,0,0,0
1626632282308588213,0,0,0,0
1626632282328263397,0,0,0,0
1626632282348618368,0,0,0,0
1626632282368823726,0,0,0,0
1626632282388427370,0,0,0,0
1626632282408366905,0,0,0,0
1626632282428369198,0,0,0,0
1626632282448515290,0,0,0,0
1626632282468265758,0,0,0,0
1626632282488678799,0,0,0,0
1626632282508174415,0,0,0,0
1626632282528311300,0,0,0,0
1626632282548828379,0,0,0,0
1626632282568305677,0,0,0,0
1626632282588375903,0,0,0,0
1626632282608342724,0,0,0,0
1626632282628503465,0,0,0,0
1626632282648492804,0,0,0,0
1626632282668474129,0,0,0,0
1626632282688284155,0,0,0,0
1626632282708391092,0,0,0,0
1626632282728179832,0,0,0,0
1626632282748255871,0,0,0,0
1626632282768570127,0,0,0,0
1626632282788446599,0,0,0,0
1626632282808708626,0,0,0,0
1626632282828409918,0,0,0,0
1626632282848510932,0,0,0,0
1626632282868543294,0,0,0,0
1626632282888381422,0,0,0,0
1626632282908069317,0,0,0,0
1626632282928280301,0,0,0,0
1626632282948102701,0,0,0,0
1626632282968496784,0,0,0,0
1626632282988012909,0,0,0,0
1626632283008114537,0,0,0,0
1626632283028360844,0,0,0,0
1626632283048325965,0,0,0,0
1626632283068361126,0,0,0,0
1626632283088100363,0,0,0,0
1626632283108381992,0,0,0,0
1626632283128561850,0,0,0,0
1626632283148200545,0,0,0,0
1626632283168428015,0,0,0,0
1626632283188238559,0,0,0,0
1626632283208227515,0,0,0,0
1626632283228473785,0,0,0,0
1626632283248604524,0,0,0,0
1626632283268361345,0,0,0,0
1626632283288586224,0,0,0,0
1626632283308135677,0,0,0,0
1626632283328157488,0,0,0,0
1626632283347776553,0,0,0,0
1626632283367581317,0,0,0,0
1626632283387619351,0,0,0,0
1626632283407483421,0,0,0,0
1626632283427642381,0,0,0,0
1626632283448131162,0,0,0,0
1626632283468706910,0,0,0,0
1626632283488282733,0,0,0,0
1626632283508087952,0,0,0,0
1626632283528434468,0,0,0,0
1626632283548290012,0,0,0,0
1626632283568621375,0,0,0,0
1626632283588403629,0,0,0,0
1626632283608431742,0,0,0,0
1626632283628541155,0,0,0,0
1626632283648593521,0,0,0,0
1626632283668241121,0,0,0,0
1626632283688668804,0,0,0,0
1626632283708040810,0,0,0,0
1626632283728667354,0,0,0,0
1626632283748254711,0,0,0,0
1626632283768123621,0,0,0,0
1626632283788942849,0,0,0,0
