%time,field.layout.data_offset,field.data0,field.data1,field.data2
1629697335448998523,0,-0.43,-0.27,-0.59
1629697335480175194,0,-0.17,-0.66,-0.47
1629697335513220442,0,-0.2,-0.55,-0.32
1629697335544012171,0,-0.32,-0.11,-0.44
1629697335577030743,0,-0.11,0.09,-0.33
1629697335614701082,0,-0.04,-0.08,-0.24
1629697335641594308,0,-0.23,-0.01,-0.06
1629697335672985940,0,-0.2,0.18,0.05
1629697335703194925,0,-0.11,0.12,0.16
1629697335737916387,0,-0.09,-0.07,0.25
1629697335771752504,0,0.01,0.07,0.47
1629697335803002550,0,0.04,0.25,0.44
1629697335837997406,0,0.11,0.0,0.46
1629697335868509056,0,-0.13,-0.06,0.43
1629697335900869901,0,-0.53,0.21,-0.12
1629697335934145114,0,-0.4,-0.31,-0.05
1629697335968385703,0,-0.55,-0.13,0.23
1629697336000351240,0,-1.16,0.32,0.41
1629697336035797072,0,-1.43,0.35,0.39
1629697336072409541,0,-0.95,-0.01,0.05
1629697336105984910,0,-0.59,-0.27,-0.22
1629697336136986989,0,-0.18,-0.36,-0.26
1629697336171594406,0,-0.11,-0.33,-0.14
1629697336204266893,0,-0.44,0.17,-0.05
1629697336238988017,0,-0.52,0.17,-0.25
1629697336269950119,0,-0.34,-0.02,-0.39
1629697336299850370,0,-0.31,-0.03,-0.34
1629697336378006154,0,-0.49,0.18,-0.08
1629697336380150661,0,-0.31,-0.02,-0.05
1629697336393355213,0,-0.1,-0.06,0.0
1629697336429897093,0,-0.39,0.35,0.79
1629697336460554872,0,-0.76,0.25,1.02
1629697336490692501,0,-0.98,0.45,1.01
1629697336525766345,0,-0.85,0.89,0.81
1629697336562036193,0,-0.5,0.47,0.26
1629697336590723328,0,-0.22,0.38,-0.11
1629697336625691858,0,-0.26,0.6,-0.31
1629697336657034964,0,-0.3,0.61,0.0
1629697336690291272,0,-0.42,0.53,-0.01
1629697336725664318,0,-0.5,0.38,-0.12
1629697336756576264,0,-0.33,0.24,-0.1
1629697336787416093,0,-0.16,0.12,-0.25
1629697336822676842,0,0.02,0.09,-0.36
1629697336854726561,0,0.01,0.19,-0.18
1629697336885184721,0,-0.31,0.2,0.3
1629697336918826809,0,-0.33,0.43,0.13
1629697336949654807,0,-0.01,0.18,0.09
1629697336982756341,0,-0.12,-0.25,0.11
1629697337018371071,0,-0.17,-0.17,0.14
1629697337048017438,0,0.08,-0.15,0.24
1629697337080999319,0,0.31,-0.41,0.11
1629697337113142356,0,-0.11,-0.2,0.24
1629697337142717168,0,-0.09,-0.13,0.13
1629697337175455565,0,0.1,-0.67,-0.01
1629697337206944547,0,0.05,-0.28,-0.12
1629697337237127631,0,-0.31,-0.03,0.14
1629697337271320706,0,-0.31,-0.09,0.2
1629697337301248940,0,-0.08,-0.16,0.24
1629697337333661972,0,-0.3,0.11,0.52
1629697337367595694,0,-0.2,-0.01,0.27
1629697337398956624,0,0.22,-0.36,0.02
1629697337431294927,0,0.13,-0.03,0.27
1629697337464524391,0,0.09,0.06,0.19
1629697337497227619,0,0.4,-0.25,-0.04
1629697337531251299,0,0.24,-0.39,0.03
1629697337560187637,0,0.11,-0.32,0.08
1629697337591614923,0,0.24,-0.42,-0.01
1629697337623425759,0,0.08,-0.4,0.15
1629697337655224896,0,-0.03,-0.28,0.24
1629697337688003908,0,0.04,-0.32,-0.11
1629697337722965759,0,0.23,-0.31,-0.47
1629697337752000946,0,0.08,-0.35,0.02
1629697337790226548,0,0.05,-0.24,0.15
1629697337817717585,0,0.03,-0.03,0.2
1629697337850293688,0,0.12,-0.27,0.65
1629697337884394285,0,0.02,-0.3,0.71
1629697337915608085,0,0.0,-0.25,0.51
1629697337948572614,0,0.1,-0.32,0.47
1629697337982283636,0,0.04,-0.33,0.48
1629697338014207110,0,-0.07,-0.23,0.21
1629697338045429263,0,-0.13,-0.19,0.11
1629697338079614351,0,-0.11,-0.2,0.04
1629697338114873119,0,-0.05,-0.18,-0.22
1629697338145074822,0,0.07,-0.16,-0.13
1629697338179838982,0,0.02,-0.05,0.02
1629697338211972739,0,-0.02,-0.15,0.04
1629697338246919676,0,0.07,-0.2,-0.07
1629697338278792824,0,0.09,-0.13,-0.04
1629697338322741812,0,0.09,-0.16,0.1
1629697338348671936,0,-0.01,-0.03,-0.02
1629697338378917359,0,0.11,-0.13,-0.14
1629697338409933389,0,0.22,-0.28,-0.04
1629697338442108383,0,0.08,-0.07,-0.16
1629697338474074682,0,0.16,-0.08,-0.31
1629697338506355036,0,0.2,-0.14,-0.11
1629697338539435731,0,-0.01,-0.04,0.2
1629697338572558645,0,-0.08,0.03,0.3
1629697338604343792,0,-0.05,0.0,0.3
1629697338639498550,0,0.08,-0.14,0.29
1629697338671902599,0,0.08,-0.12,0.17
1629697338703011308,0,0.05,-0.03,0.09
1629697338734312710,0,0.09,-0.01,0.17
1629697338766113582,0,0.16,-0.06,0.18
1629697338798635884,0,0.09,-0.08,0.14
1629697338830610245,0,0.1,-0.03,0.11
1629697338862503749,0,0.06,-0.1,0.11
1629697338895317599,0,0.11,-0.07,0.04
1629697338929169775,0,0.07,-0.04,-0.01
1629697338963044613,0,0.02,-0.05,0.03
1629697338993168623,0,-0.07,-0.01,0.01
1629697339024951208,0,-0.03,0.18,0.02
1629697339056826454,0,0.09,0.13,-0.07
1629697339089779089,0,0.19,-0.08,-0.31
1629697339123665737,0,0.23,-0.27,-0.28
1629697339157405915,0,0.08,-0.33,-0.08
1629697339190698300,0,0.01,-0.27,-0.17
1629697339226274962,0,-0.05,-0.39,-0.02
1629697339256738618,0,-0.33,-0.29,0.22
1629697339288582990,0,-0.34,0.03,0.16
1629697339321822264,0,-0.04,0.0,0.04
1629697339353552036,0,0.06,0.15,0.15
1629697339386123699,0,0.2,0.08,0.32
1629697339419448935,0,0.06,0.12,0.17
1629697339449211546,0,0.12,0.03,0.05
1629697339482074535,0,0.37,-0.07,0.08
1629697339513120523,0,0.25,-0.13,0.11
1629697339545626468,0,0.02,-0.04,0.13
1629697339577861127,0,0.07,-0.13,0.12
1629697339607423543,0,0.15,-0.23,0.13
1629697339639101054,0,0.04,-0.33,0.12
1629697339673139009,0,0.01,-0.44,0.22
1629697339703922035,0,0.07,-0.41,0.0
1629697339738521397,0,0.13,-0.38,-0.06
1629697339770278408,0,0.06,-0.24,-0.01
1629697339800224739,0,-0.05,-0.27,0.0
1629697339836732557,0,0.0,-0.31,-0.05
1629697339867440153,0,-0.03,0.02,0.08
1629697339900296295,0,-0.1,0.05,0.14
1629697339934949237,0,0.01,0.0,-0.01
1629697339962795422,0,-0.03,0.1,0.05
1629697339994786604,0,-0.02,0.1,0.1
1629697340028275868,0,-0.02,0.12,0.12
1629697340058690043,0,-0.01,0.22,0.04
1629697340092093172,0,0.0,0.17,0.16
1629697340125251745,0,-0.06,0.15,0.11
1629697340156515448,0,0.04,0.04,0.0
1629697340190721651,0,0.1,-0.04,0.01
1629697340222621259,0,0.0,-0.02,0.09
1629697340253208011,0,0.18,-0.1,0.0
1629697340286209283,0,0.15,-0.28,0.03
1629697340319036100,0,-0.01,-0.05,0.06
1629697340350469510,0,-0.16,-0.04,0.18
1629697340382803654,0,-0.06,-0.02,0.06
1629697340413287184,0,-0.09,0.05,-0.11
1629697340446208732,0,0.05,0.0,-0.15
1629697340477651700,0,0.03,-0.13,0.04
1629697340508278131,0,-0.01,0.0,0.11
1629697340540896034,0,-0.03,0.02,0.23
1629697340572543866,0,-0.06,0.06,0.26
1629697340602727185,0,0.01,0.0,0.3
1629697340637086453,0,0.04,0.1,0.11
1629697340669240981,0,0.1,-0.02,-0.01
1629697340702644977,0,0.06,0.0,0.04
1629697340733535371,0,0.03,0.0,0.05
1629697340768704639,0,-0.01,-0.05,0.0
1629697340799645537,0,-0.04,-0.1,0.01
1629697340832348632,0,-0.06,-0.1,0.08
1629697340863515309,0,-0.13,-0.08,0.0
1629697340896029855,0,-0.17,0.03,0.01
1629697340927269916,0,-0.05,-0.02,0.15
1629697340959741466,0,-0.09,0.08,0.11
1629697340992533075,0,0.0,0.02,0.13
1629697341023592141,0,0.04,0.08,0.18
1629697341056546792,0,-0.03,0.17,0.17
1629697341089862132,0,0.03,0.04,0.11
1629697341120311710,0,-0.04,0.05,0.06
