rosbagTimestamp,layout,dim,data_offset,data
1626632542135282953,,[],0,"[-151, 0, -1]"
1626632542188265711,,[],0,"[-151, 0, -1]"
1626632542239536480,,[],0,"[-151, 0, -1]"
1626632542287264882,,[],0,"[-151, 0, -1]"
1626632542334376471,,[],0,"[-151, 0, -1]"
1626632542382349520,,[],0,"[-151, 0, -1]"
1626632542428861650,,[],0,"[-151, 1, -1]"
1626632542476742710,,[],0,"[-151, 1, -1]"
1626632542523724619,,[],0,"[-151, 1, -1]"
1626632542567832305,,[],0,"[-151, 2, -1]"
1626632542618814391,,[],0,"[-151, 2, -1]"
1626632542664909252,,[],0,"[-151, 2, -1]"
1626632542720911789,,[],0,"[-151, 2, -1]"
1626632542770991289,,[],0,"[-151, 2, -1]"
1626632542823164791,,[],0,"[-151, 2, -1]"
1626632542867956025,,[],0,"[-151, 2, -1]"
1626632542922461902,,[],0,"[-151, 2, -1]"
1626632542968139986,,[],0,"[-151, 2, -1]"
1626632543015984677,,[],0,"[-151, 1, -1]"
1626632543065570779,,[],0,"[-151, 1, -1]"
1626632543111883630,,[],0,"[-151, 1, -1]"
1626632543162222639,,[],0,"[-151, 1, -1]"
1626632543217585265,,[],0,"[-151, 0, -1]"
1626632543264986085,,[],0,"[-151, 0, -1]"
1626632543315457679,,[],0,"[-151, 0, -1]"
1626632543360561728,,[],0,"[-151, 0, -1]"
1626632543409917846,,[],0,"[-151, 0, -1]"
1626632543462073754,,[],0,"[-151, 0, -1]"
1626632543509738309,,[],0,"[-151, 0, -1]"
1626632543562866831,,[],0,"[-151, 0, -1]"
1626632543609427566,,[],0,"[-151, 0, -1]"
1626632543659259535,,[],0,"[-151, 0, -1]"
1626632543706336639,,[],0,"[-151, 1, -1]"
1626632543759681299,,[],0,"[-151, 1, -1]"
1626632543802561071,,[],0,"[-151, 1, -1]"
1626632543848573640,,[],0,"[-151, 1, -1]"
1626632543898854684,,[],0,"[-151, 1, -1]"
1626632543946422577,,[],0,"[-151, 1, -1]"
1626632543996612677,,[],0,"[-151, 1, -1]"
1626632544049112147,,[],0,"[-151, 1, -1]"
1626632544095026718,,[],0,"[-151, 1, -1]"
1626632544143757758,,[],0,"[-151, 1, -1]"
1626632544195344436,,[],0,"[-151, 1, -1]"
1626632544246671574,,[],0,"[-151, 1, -1]"
1626632544293363278,,[],0,"[-151, 1, -1]"
1626632544342108500,,[],0,"[-151, 1, -1]"
1626632544388997474,,[],0,"[-151, 1, -1]"
1626632544441064067,,[],0,"[-151, 1, -1]"
1626632544486574647,,[],0,"[-151, 1, -1]"
1626632544542971185,,[],0,"[-151, 2, -1]"
1626632544587399517,,[],0,"[-151, 2, -1]"
1626632544636983152,,[],0,"[-151, 2, -1]"
1626632544685323852,,[],0,"[-151, 2, -1]"
1626632544736266644,,[],0,"[-151, 2, -1]"
1626632544786506307,,[],0,"[-151, 3, -1]"
1626632544835505289,,[],0,"[-151, 3, -1]"
1626632544884286274,,[],0,"[-151, 3, -1]"
1626632544936309825,,[],0,"[-151, 3, -1]"
1626632544979323445,,[],0,"[-151, 3, -1]"
1626632545025059871,,[],0,"[-151, 3, -1]"
1626632545075998971,,[],0,"[-151, 3, -1]"
1626632545122677691,,[],0,"[-151, 3, -1]"
1626632545174201289,,[],0,"[-150, 3, -1]"
1626632545223180089,,[],0,"[-150, 2, -1]"
1626632545266059942,,[],0,"[-150, 2, -1]"
1626632545318826179,,[],0,"[-150, 2, -1]"
1626632545368796002,,[],0,"[-150, 2, -1]"
1626632545419677429,,[],0,"[-150, 2, -1]"
1626632545468869773,,[],0,"[-150, 1, -1]"
1626632545516050605,,[],0,"[-150, 1, -1]"
1626632545567367337,,[],0,"[-150, 1, -1]"
1626632545621818071,,[],0,"[-150, 1, -1]"
1626632545669669984,,[],0,"[-150, 1, -1]"
1626632545715811866,,[],0,"[-150, 1, -1]"
1626632545765900019,,[],0,"[-150, 1, -1]"
1626632545818849741,,[],0,"[-150, 1, -1]"
1626632545866754750,,[],0,"[-150, 1, -1]"
1626632545917905556,,[],0,"[-150, 1, -1]"
1626632545965672971,,[],0,"[-150, 1, -1]"
1626632546021411914,,[],0,"[-150, 1, -1]"
1626632546068562169,,[],0,"[-150, 1, -1]"
1626632546121276519,,[],0,"[-150, 1, -1]"
1626632546169518210,,[],0,"[-150, 2, -1]"
1626632546219172435,,[],0,"[-150, 2, -1]"
1626632546267608976,,[],0,"[-150, 2, -1]"
1626632546323290667,,[],0,"[-150, 2, -1]"
1626632546380245794,,[],0,"[-150, 2, -1]"
1626632546429498991,,[],0,"[-150, 2, -1]"
1626632546478883456,,[],0,"[-150, 2, -1]"
1626632546528226431,,[],0,"[-150, 2, -1]"
1626632546582319144,,[],0,"[-150, 2, -1]"
1626632546629600898,,[],0,"[-150, 1, -1]"
1626632546681608155,,[],0,"[-150, 1, -1]"
1626632546729546265,,[],0,"[-150, 1, -1]"
1626632546783316294,,[],0,"[-150, 1, -1]"
1626632546835857127,,[],0,"[-150, 1, -1]"
1626632546880786032,,[],0,"[-150, 1, -1]"
1626632546934957200,,[],0,"[-150, 1, -1]"
1626632546979372527,,[],0,"[-150, 1, -1]"
1626632547029335322,,[],0,"[-150, 1, -1]"
1626632547082549832,,[],0,"[-150, 1, -1]"
1626632547136383477,,[],0,"[-150, 1, -1]"
1626632547190120150,,[],0,"[-150, 1, -1]"
1626632547245624313,,[],0,"[-150, 1, -1]"
1626632547299047266,,[],0,"[-150, 1, -1]"
1626632547346604499,,[],0,"[-150, 1, -1]"
1626632547398811220,,[],0,"[-150, 1, -1]"
1626632547450841194,,[],0,"[-150, 1, -1]"
1626632547529911435,,[],0,"[-150, 1, -1]"
1626632547549282119,,[],0,"[-150, 1, -1]"
1626632547599344735,,[],0,"[-150, 1, -1]"
1626632547651743635,,[],0,"[-150, 1, -1]"
1626632547694651713,,[],0,"[-150, 0, -1]"
1626632547765081409,,[],0,"[-150, 0, -1]"
1626632547788513120,,[],0,"[-150, 0, -1]"
1626632547836703110,,[],0,"[-150, 0, -1]"
1626632547909646398,,[],0,"[-150, 0, -1]"
1626632547931205794,,[],0,"[-150, 0, -1]"
1626632547975325071,,[],0,"[-150, 0, -1]"
1626632548028761057,,[],0,"[-150, 0, -1]"
1626632548078566182,,[],0,"[-150, 0, -1]"
1626632548128364602,,[],0,"[-150, 0, -1]"
1626632548176188310,,[],0,"[-150, 0, -1]"
1626632548226214911,,[],0,"[-150, 0, -1]"
1626632548278022528,,[],0,"[-150, 0, -1]"
1626632548325374082,,[],0,"[-150, 0, -1]"
1626632548378566022,,[],0,"[-150, 0, -1]"
1626632548430841478,,[],0,"[-150, 0, -1]"
1626632548482410126,,[],0,"[-150, 0, -1]"
1626632548528922237,,[],0,"[-150, 0, -1]"
1626632548581092938,,[],0,"[-150, 0, -1]"
1626632548626879448,,[],0,"[-150, 0, -1]"
1626632548679819361,,[],0,"[-150, 0, -1]"
1626632548726830823,,[],0,"[-150, 0, -1]"
1626632548783572991,,[],0,"[-150, 0, -9]"
1626632548825892812,,[],0,"[-150, 0, -1]"
1626632548881214897,,[],0,"[-150, 0, -1]"
1626632548922944227,,[],0,"[-150, 0, -1]"
1626632548983343833,,[],0,"[-150, 0, -1]"
1626632549026842534,,[],0,"[-150, 0, -1]"
1626632549077264719,,[],0,"[-150, 0, -1]"
1626632549127137373,,[],0,"[-150, 0, -1]"
1626632549181356514,,[],0,"[-150, 0, -1]"
