rosbagTimestamp,layout,dim,data_offset,data
1626632748392960948,,[],0,"[-128, 0, 2]"
1626632748445948119,,[],0,"[-128, 1, 2]"
1626632748481734302,,[],0,"[-128, 1, 2]"
1626632748530470265,,[],0,"[-128, 1, 2]"
1626632748573494616,,[],0,"[-128, 1, 2]"
1626632748620917422,,[],0,"[-128, 1, 2]"
1626632748667841702,,[],0,"[-128, 1, 2]"
1626632748714303524,,[],0,"[-128, 1, 2]"
1626632748760429446,,[],0,"[-128, 1, 2]"
1626632748802761788,,[],0,"[-128, 2, 2]"
1626632748851028502,,[],0,"[-128, 2, 2]"
1626632748893494074,,[],0,"[-128, 2, 2]"
1626632748939749332,,[],0,"[-128, 2, 2]"
1626632748981138963,,[],0,"[-128, 2, 2]"
1626632749028305382,,[],0,"[-128, 1, 2]"
1626632749082698031,,[],0,"[-128, 1, 2]"
1626632749134140415,,[],0,"[-128, 1, 2]"
1626632749183666862,,[],0,"[-128, 1, 2]"
1626632749228363709,,[],0,"[-128, 1, 2]"
1626632749277729973,,[],0,"[-128, 1, 2]"
1626632749323425002,,[],0,"[-128, 1, 2]"
1626632749377272987,,[],0,"[-128, 1, 2]"
1626632749413591476,,[],0,"[-128, 1, 2]"
1626632749460762900,,[],0,"[-128, 1, 2]"
1626632749508552915,,[],0,"[-128, 1, 2]"
1626632749558101041,,[],0,"[-128, 1, 2]"
1626632749602340763,,[],0,"[-128, 1, 2]"
1626632749655670571,,[],0,"[-128, 1, 2]"
1626632749699586711,,[],0,"[-128, 1, 2]"
1626632749748062780,,[],0,"[-128, 1, 2]"
1626632749795357370,,[],0,"[-128, 1, 2]"
1626632749839898057,,[],0,"[-128, 1, 2]"
1626632749888712989,,[],0,"[-128, 1, 2]"
1626632749937595929,,[],0,"[-128, 1, 2]"
1626632749989480774,,[],0,"[-128, 1, 2]"
1626632750030833787,,[],0,"[-128, 1, 2]"
1626632750081054873,,[],0,"[-128, 1, 2]"
