time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
2022/07/14/05:37:40.118137,129454,1657744660,117827284,leptrino,2.4733166666666713,-0.06398333333331721,-2.430650000000009,-0.17590733333333844,0.11816533333336224,0.046212666666678386
2022/07/14/05:37:40.118177,129455,1657744660,117866942,leptrino,2.7233166666666713,-0.11398333333331721,-2.1306500000000086,-0.16790733333333846,0.10816533333336224,0.04421266666667839
2022/07/14/05:37:40.120274,129456,1657744660,119934076,leptrino,2.7733166666666715,-0.11398333333331721,-1.5306500000000085,-0.15790733333333845,0.09816533333336225,0.038212666666678385
2022/07/14/05:37:40.120324,129458,1657744660,119989200,leptrino,2.5233166666666715,-0.4139833333333172,-0.7306500000000086,-0.15790733333333845,0.08016533333336225,0.03621266666667839
2022/07/14/05:37:40.122116,129459,1657744660,121827488,leptrino,2.4233166666666714,-0.2139833333333172,-0.2806500000000085,-0.16390733333333846,0.06616533333336225,0.03221266666667839
2022/07/14/05:37:40.122168,129460,1657744660,121860102,leptrino,2.373316666666671,-0.16398333333331722,0.1693499999999915,-0.16390733333333846,0.05816533333336224,0.03421266666667839
2022/07/14/05:37:40.124257,129461,1657744660,123870203,leptrino,2.1733166666666714,-0.11398333333331721,0.2693499999999915,-0.16990733333333843,0.04616533333336224,0.03221266666667839
2022/07/14/05:37:40.124319,129462,1657744660,123920502,leptrino,2.2233166666666713,-0.06398333333331721,0.6193499999999915,-0.16390733333333846,0.03816533333336224,0.03621266666667839
2022/07/14/05:37:40.126313,129463,1657744660,125931791,leptrino,2.0733166666666714,0.2360166666666828,0.8693499999999915,-0.16390733333333846,0.026165333333362243,0.03621266666667839
2022/07/14/05:37:40.126384,129465,1657744660,125995846,leptrino,1.7233166666666713,0.0860166666666828,1.6193499999999916,-0.17790733333333844,0.010165333333362241,0.03221266666667839
2022/07/14/05:37:40.128134,129466,1657744660,127840813,leptrino,1.3733166666666712,0.38601666666668283,1.6193499999999916,-0.19390733333333846,0.008165333333362241,0.04021266666667839
2022/07/14/05:37:40.128160,129467,1657744660,127875186,leptrino,1.2233166666666713,0.38601666666668283,1.6193499999999916,-0.18790733333333845,0.008165333333362241,0.04421266666667839
2022/07/14/05:37:40.130156,129468,1657744660,129823480,leptrino,1.0733166666666711,0.2860166666666828,1.6693499999999917,-0.16590733333333846,0.006165333333362242,0.04821266666667839
2022/07/14/05:37:40.130196,129469,1657744660,129855752,leptrino,0.9233166666666712,0.0860166666666828,1.7193499999999915,-0.14190733333333844,-0.0018346666666377587,0.04421266666667839
2022/07/14/05:37:40.130270,129470,1657744660,130047586,leptrino,0.7733166666666712,-0.06398333333331721,1.7693499999999915,-0.12790733333333845,-0.01383466666663776,0.04421266666667839
2022/07/14/05:37:40.132204,129471,1657744660,131843304,leptrino,0.4733166666666712,-0.11398333333331721,1.7193499999999915,-0.11990733333333845,-0.025834666666637758,0.03421266666667839
2022/07/14/05:37:40.132239,129472,1657744660,131876903,leptrino,0.32331666666667114,-0.2139833333333172,2.0193499999999918,-0.10190733333333844,-0.04183466666663776,0.028212666666678387
2022/07/14/05:37:40.134323,129473,1657744660,133862410,leptrino,0.3733166666666712,-0.2139833333333172,2.3193499999999916,-0.07790733333333845,-0.05583466666663776,0.024212666666678387
2022/07/14/05:37:40.134367,129474,1657744660,133894431,leptrino,0.12331666666667114,-0.4139833333333172,2.2693499999999918,-0.055907333333338444,-0.06183466666663776,0.02221266666667839
2022/07/14/05:37:40.136305,129475,1657744660,135963457,leptrino,0.023316666666671138,-0.7139833333333172,2.1693499999999917,-0.03990733333333844,-0.06183466666663776,0.020212666666678387
2022/07/14/05:37:40.136357,129477,1657744660,136030547,leptrino,-0.17668333333332886,-0.8639833333333172,2.5693499999999916,-0.057907333333338445,-0.07783466666663776,0.014212666666678388
2022/07/14/05:37:40.138243,129478,1657744660,137915756,leptrino,-0.17668333333332886,-0.7139833333333172,2.6693499999999917,-0.08390733333333844,-0.08183466666663776,0.016212666666678387
2022/07/14/05:37:40.138290,129479,1657744660,137963469,leptrino,-0.22668333333332888,-0.7139833333333172,2.3193499999999916,-0.11190733333333845,-0.07383466666663777,0.024212666666678387
2022/07/14/05:37:40.140311,129480,1657744660,139916737,leptrino,-0.22668333333332888,-0.4139833333333172,2.1693499999999917,-0.14790733333333844,-0.07183466666663776,0.03021266666667839
2022/07/14/05:37:40.140349,129482,1657744660,139963713,leptrino,-0.17668333333332886,0.18601666666668282,1.3693499999999916,-0.20990733333333844,-0.03383466666663776,0.028212666666678387
2022/07/14/05:37:40.142194,129483,1657744660,141844400,leptrino,-0.17668333333332886,0.2860166666666828,1.0193499999999915,-0.22190733333333845,-0.02383466666663776,0.03021266666667839
2022/07/14/05:37:40.142230,129484,1657744660,141880223,leptrino,-0.12668333333332887,-0.06398333333331721,0.8693499999999915,-0.22990733333333846,-0.01383466666663776,0.03421266666667839
2022/07/14/05:37:40.144249,129485,1657744660,143845854,leptrino,-0.07668333333332887,0.18601666666668282,0.8193499999999916,-0.2539073333333384,-0.01183466666663776,0.03421266666667839
2022/07/14/05:37:40.144286,129486,1657744660,143879966,leptrino,0.023316666666671138,0.38601666666668283,0.3693499999999915,-0.26990733333333844,0.00016533333336224133,0.03421266666667839
2022/07/14/05:37:40.146287,129487,1657744660,145888327,leptrino,-0.026683333333328865,0.2360166666666828,-0.2806500000000085,-0.28390733333333845,0.018165333333362243,0.04821266666667839
2022/07/14/05:37:40.146320,129489,1657744660,145937591,leptrino,0.07331666666667114,0.8360166666666828,-0.5306500000000085,-0.29190733333333846,0.022165333333362243,0.05821266666667839
2022/07/14/05:37:40.148168,129490,1657744660,147839200,leptrino,0.32331666666667114,0.9360166666666828,-0.5806500000000085,-0.28990733333333846,0.026165333333362243,0.0642126666666784
2022/07/14/05:37:40.148198,129491,1657744660,147872343,leptrino,0.3733166666666712,0.8360166666666828,-0.5306500000000085,-0.26390733333333843,0.026165333333362243,0.06021266666667839
2022/07/14/05:37:40.150097,129492,1657744660,149823501,leptrino,0.5733166666666712,0.6360166666666829,-0.6306500000000086,-0.23590733333333844,0.032165333333362245,0.05821266666667839
2022/07/14/05:37:40.150307,129493,1657744660,149975098,leptrino,0.6233166666666712,0.5860166666666828,-0.5806500000000085,-0.20590733333333844,0.03616533333336224,0.05221266666667839
2022/07/14/05:37:40.150332,129494,1657744660,150011305,leptrino,0.6233166666666712,0.18601666666668282,-0.38065000000000854,-0.18790733333333845,0.03616533333336224,0.038212666666678385
2022/07/14/05:37:40.152155,129495,1657744660,151797946,leptrino,0.5733166666666712,0.1360166666666828,0.0193499999999915,-0.17390733333333844,0.030165333333362243,0.028212666666678387
2022/07/14/05:37:40.152174,129496,1657744660,151821178,leptrino,0.4733166666666712,-0.013983333333317206,-0.030650000000008504,-0.15390733333333845,0.030165333333362243,0.020212666666678387
2022/07/14/05:37:40.153972,129497,1657744660,153748677,leptrino,0.4233166666666712,-0.013983333333317206,-0.4806500000000085,-0.15390733333333845,0.040165333333362245,0.02221266666667839
2022/07/14/05:37:40.153996,129498,1657744660,153765932,leptrino,0.4233166666666712,-0.06398333333331721,-0.8306500000000085,-0.15590733333333845,0.048165333333362245,0.024212666666678387
2022/07/14/05:37:40.156049,129499,1657744660,155863355,leptrino,0.5733166666666712,0.036016666666682795,-0.2806500000000085,-0.14990733333333844,0.04416533333336224,0.02621266666667839
2022/07/14/05:37:40.156065,129501,1657744660,155890365,leptrino,0.4233166666666712,-0.31398333333331724,0.0693499999999915,-0.12590733333333845,0.02016533333336224,0.012212666666678388
2022/07/14/05:37:40.157937,129502,1657744660,157750288,leptrino,0.22331666666667116,0.1360166666666828,0.1193499999999915,-0.10390733333333844,0.01616533333336224,0.006212666666678387
2022/07/14/05:37:40.157978,129503,1657744660,157768138,leptrino,0.12331666666667114,-0.06398333333331721,0.3693499999999915,-0.07190733333333844,0.012165333333362241,0.0022126666666783877
2022/07/14/05:37:40.159946,129504,1657744660,159751038,leptrino,0.023316666666671138,-0.4639833333333172,-0.2806500000000085,-0.07790733333333845,0.026165333333362243,-0.021787333333321612
2022/07/14/05:37:40.159964,129505,1657744660,159765533,leptrino,-0.07668333333332887,-0.11398333333331721,-0.5806500000000085,-0.12790733333333845,0.032165333333362245,-0.023787333333321614
2022/07/14/05:37:40.161915,129506,1657744660,161762652,leptrino,0.22331666666667116,0.6860166666666828,0.1193499999999915,-0.12790733333333845,0.02016533333336224,-0.0037873333333216124
2022/07/14/05:37:40.161936,129508,1657744660,161785406,leptrino,0.4733166666666712,1.436016666666683,0.5693499999999915,-0.17190733333333844,0.022165333333362243,0.03021266666667839
2022/07/14/05:37:40.163904,129509,1657744660,163732167,leptrino,0.6233166666666712,1.936016666666683,0.6193499999999915,-0.17990733333333844,0.022165333333362243,0.04421266666667839
2022/07/14/05:37:40.163922,129510,1657744660,163748262,leptrino,0.6733166666666712,1.936016666666683,1.5193499999999915,-0.13590733333333846,-0.003834666666637759,0.04821266666667839
2022/07/14/05:37:40.165951,129511,1657744660,165754652,leptrino,0.7233166666666713,1.236016666666683,2.5693499999999916,-0.05990733333333845,-0.017834666666637758,0.03421266666667839
2022/07/14/05:37:40.165961,129513,1657744660,165773327,leptrino,0.3733166666666712,1.0360166666666828,1.9693499999999915,-0.007907333333338443,-0.003834666666637759,0.038212666666678385
2022/07/14/05:37:40.167932,129514,1657744660,167754155,leptrino,0.4733166666666712,0.18601666666668282,2.0693499999999916,0.044092666666661555,-0.003834666666637759,0.024212666666678387
2022/07/14/05:37:40.167941,129515,1657744660,167772796,leptrino,0.5733166666666712,-0.2139833333333172,2.0693499999999916,0.08209266666666155,0.010165333333362241,0.014212666666678388
2022/07/14/05:37:40.170015,129516,1657744660,169790482,leptrino,0.6733166666666712,0.036016666666682795,1.8193499999999916,0.10209266666666156,0.02016533333336224,0.020212666666678387
2022/07/14/05:37:40.170030,129517,1657744660,169804323,leptrino,0.8733166666666712,-0.4139833333333172,1.8193499999999916,0.13409266666666156,0.030165333333362243,0.012212666666678388
2022/07/14/05:37:40.171937,129518,1657744660,171780179,leptrino,0.8233166666666712,-0.7139833333333172,2.2693499999999918,0.16009266666666155,0.03416533333336224,-0.0037873333333216124
2022/07/14/05:37:40.171954,129520,1657744660,171800786,leptrino,1.2733166666666713,-0.7139833333333172,2.619349999999992,0.18209266666666157,0.03416533333336224,0.0022126666666783877
2022/07/14/05:37:40.174005,129521,1657744660,173790627,leptrino,1.6233166666666712,-0.7139833333333172,3.369349999999992,0.15409266666666155,0.02816533333336224,0.020212666666678387
2022/07/14/05:37:40.174021,129522,1657744660,173804858,leptrino,1.8233166666666714,-0.7639833333333172,3.8193499999999916,0.12209266666666156,0.030165333333362243,0.016212666666678387
2022/07/14/05:37:40.175981,129523,1657744660,175777710,leptrino,2.0733166666666714,-0.3639833333333172,3.869349999999992,0.09209266666666156,0.040165333333362245,0.014212666666678388
2022/07/14/05:37:40.175999,129525,1657744660,175797864,leptrino,2.373316666666671,-0.4639833333333172,4.919349999999992,0.08009266666666155,0.03416533333336224,0.014212666666678388
2022/07/14/05:37:40.177986,129526,1657744660,177785303,leptrino,2.6733166666666714,-0.7639833333333172,5.119349999999992,0.08409266666666156,0.03616533333336224,0.014212666666678388
2022/07/14/05:37:40.178008,129527,1657744660,177799356,leptrino,2.6733166666666714,-0.6639833333333173,4.7193499999999915,0.07809266666666156,0.04616533333336224,0.016212666666678387
2022/07/14/05:37:40.179959,129528,1657744660,179751205,leptrino,2.623316666666671,-0.5639833333333172,4.7193499999999915,0.07809266666666156,0.056165333333362245,0.010212666666678388
2022/07/14/05:37:40.179971,129529,1657744660,179765844,leptrino,2.8233166666666714,-0.4639833333333172,4.919349999999992,0.07609266666666156,0.054165333333362244,0.008212666666678388
2022/07/14/05:37:40.181989,129530,1657744660,181792736,leptrino,2.9233166666666714,-0.31398333333331724,4.9693499999999915,0.060092666666661555,0.056165333333362245,0.020212666666678387
