time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
2022/07/14/04:37:46.956509,28860,1657741066,956197488,leptrino,-0.17605000000000504,-0.14433333333334525,-2.0361666666666367,0.004483333333334429,0.01918866666666145,0.044668666666662776
2022/07/14/04:37:46.956550,28862,1657741066,956260802,leptrino,-0.32605000000000506,-0.04433333333334524,-1.9361666666666366,0.010483333333334429,0.011188666666661448,0.05466866666666277
2022/07/14/04:37:46.958404,28863,1657741066,958093175,leptrino,-0.17605000000000504,0.10566666666665477,-1.8861666666666368,0.008483333333334429,0.015188666666661448,0.05466866666666277
2022/07/14/04:37:46.958426,28864,1657741066,958125601,leptrino,-0.17605000000000504,0.2556666666666548,-1.9861666666666367,0.004483333333334429,0.013188666666661448,0.06066866666666278
2022/07/14/04:37:46.960431,28865,1657741066,960094250,leptrino,-0.12605000000000502,0.30566666666665476,-1.9361666666666366,0.0024833333333344285,0.017188666666661447,0.06066866666666278
2022/07/14/04:37:46.960465,28866,1657741066,960128283,leptrino,-0.17605000000000504,0.2556666666666548,-1.9361666666666366,0.006483333333334429,0.011188666666661448,0.06066866666666278
2022/07/14/04:37:46.962534,28867,1657741066,962152545,leptrino,-0.12605000000000502,0.30566666666665476,-1.9861666666666367,0.008483333333334429,0.011188666666661448,0.06466866666666278
2022/07/14/04:37:46.962591,28869,1657741066,962197090,leptrino,-0.17605000000000504,0.20566666666665478,-1.9861666666666367,0.012483333333334429,0.007188666666661447,0.06666866666666277
2022/07/14/04:37:46.964466,28870,1657741066,964114406,leptrino,-0.32605000000000506,0.2556666666666548,-1.6361666666666368,0.02248333333333443,0.0011886666666614473,0.06466866666666278
2022/07/14/04:37:46.964518,28871,1657741066,964146988,leptrino,-0.07605000000000502,0.2556666666666548,-1.7861666666666367,0.03048333333333443,0.0031886666666614476,0.052668666666662776
2022/07/14/04:37:46.966521,28872,1657741066,966159841,leptrino,-0.026050000000005014,-0.09433333333334525,-1.6361666666666368,0.03648333333333443,-0.004811333333338553,0.04866866666666277
2022/07/14/04:37:46.966562,28874,1657741066,966205700,leptrino,-0.07605000000000502,-0.09433333333334525,-1.4361666666666366,0.04648333333333443,-0.006811333333338553,0.042668666666662775
2022/07/14/04:37:46.968440,28875,1657741066,968090574,leptrino,-0.026050000000005014,-0.24433333333334525,-1.3361666666666367,0.04848333333333443,-0.004811333333338553,0.036668666666662776
