time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
2022/07/14/06:30:06.142352,19855,1657747806,142258189,leptrino,0.45756666666667256,0.04640000000003042,0.28553333333322545,-0.028755333333325497,0.017082666666660088,0.01161666666666207
2022/07/14/06:30:06.142364,19856,1657747806,142276496,leptrino,0.4075666666666726,-0.0035999999999695833,0.13553333333322543,-0.028755333333325497,0.02308266666666009,0.00961666666666207
2022/07/14/06:30:06.142366,19857,1657747806,142284158,leptrino,0.5075666666666726,-0.05359999999996959,0.18553333333322541,-0.028755333333325497,0.025082666666660088,0.00961666666666207
2022/07/14/06:30:06.144337,19858,1657747806,144230495,leptrino,0.5575666666666725,-0.0035999999999695833,0.28553333333322545,-0.024755333333325497,0.021082666666660088,0.00961666666666207
2022/07/14/06:30:06.144345,19859,1657747806,144242336,leptrino,0.6075666666666726,-0.20359999999996958,0.13553333333322543,-0.024755333333325497,0.01908266666666009,0.00761666666666207
2022/07/14/06:30:06.146417,19860,1657747806,146295480,leptrino,0.5575666666666725,-0.20359999999996958,0.13553333333322543,-0.026755333333325495,0.021082666666660088,0.00961666666666207
2022/07/14/06:30:06.146436,19862,1657747806,146319592,leptrino,0.4075666666666726,-0.0035999999999695833,0.03553333333322541,-0.028755333333325497,0.02308266666666009,0.01161666666666207
2022/07/14/06:30:06.148371,19863,1657747806,148239611,leptrino,0.4075666666666726,-0.0035999999999695833,-0.014466666666774586,-0.0327553333333255,0.025082666666660088,0.00761666666666207
2022/07/14/06:30:06.148388,19864,1657747806,148252867,leptrino,0.5075666666666726,0.19640000000003044,0.13553333333322543,-0.0327553333333255,0.025082666666660088,0.01361666666666207
2022/07/14/06:30:06.150376,19865,1657747806,150250966,leptrino,0.45756666666667256,0.09640000000003042,0.13553333333322543,-0.0407553333333255,0.025082666666660088,0.01361666666666207
2022/07/14/06:30:06.150387,19866,1657747806,150260522,leptrino,0.7075666666666726,0.09640000000003042,0.13553333333322543,-0.044755333333325494,0.02708266666666009,0.00961666666666207
2022/07/14/06:30:06.152435,19867,1657747806,152252638,leptrino,0.6075666666666726,0.09640000000003042,0.08553333333322542,-0.0427553333333255,0.02708266666666009,0.01161666666666207
2022/07/14/06:30:06.152454,19869,1657747806,152275447,leptrino,0.25756666666667255,-0.0035999999999695833,-0.1644666666667746,-0.0407553333333255,0.02708266666666009,0.00961666666666207
2022/07/14/06:30:06.154406,19870,1657747806,154252139,leptrino,0.30756666666667254,0.14640000000003042,0.03553333333322541,-0.038755333333325495,0.021082666666660088,0.00961666666666207
2022/07/14/06:30:06.154426,19871,1657747806,154271268,leptrino,0.45756666666667256,0.24640000000003043,0.08553333333322542,-0.0347553333333255,0.021082666666660088,0.00961666666666207
