time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
2022/07/14/05:10:46.642143,14678,1657743046,641932763,leptrino,2.057183333333338,-2.4759166666666506,-2.422333333333316,0.17036266666665875,0.0836746666667034,-0.03641799999999961
2022/07/14/05:10:46.642192,14679,1657743046,641972828,leptrino,2.1071833333333383,-2.1259166666666505,-2.522333333333316,0.14636266666665876,0.08567466666670338,-0.03241799999999961
2022/07/14/05:10:46.643869,14680,1657743046,643513013,leptrino,2.207183333333338,-1.5759166666666502,-2.722333333333316,0.09636266666665876,0.08567466666670338,-0.03241799999999961
2022/07/14/05:10:46.643916,14681,1657743046,643627462,leptrino,2.307183333333338,-1.0259166666666502,-2.822333333333316,0.034362666666658756,0.09167466666670339,-0.02441799999999961
2022/07/14/05:10:46.645894,14682,1657743046,645576156,leptrino,2.157183333333338,-0.5259166666666503,-2.972333333333316,-0.021637333333341245,0.09367466666670339,-0.01641799999999961
2022/07/14/05:10:46.645949,14683,1657743046,645610117,leptrino,2.307183333333338,-0.22591666666665022,-3.222333333333316,-0.06763733333334125,0.10567466666670339,-0.004417999999999609
2022/07/14/05:10:46.647897,14684,1657743046,647569696,leptrino,2.307183333333338,-0.22591666666665022,-3.322333333333316,-0.08563733333334125,0.1136746666667034,0.0015820000000003915
2022/07/14/05:10:46.647943,14685,1657743046,647605039,leptrino,2.257183333333338,-0.2759166666666502,-3.422333333333316,-0.09163733333334124,0.11767466666670338,0.005582000000000391
2022/07/14/05:10:46.650077,14686,1657743046,649638198,leptrino,2.207183333333338,-0.42591666666665023,-3.722333333333316,-0.10563733333334124,0.1136746666667034,0.011582000000000392
2022/07/14/05:10:46.650130,14688,1657743046,649683235,leptrino,1.807183333333338,0.0240833333333498,-4.172333333333316,-0.18563733333334126,0.10967466666670339,0.04558200000000039
2022/07/14/05:10:46.651896,14689,1657743046,651568196,leptrino,1.6571833333333381,0.5240833333333498,-4.422333333333316,-0.24563733333334126,0.1136746666667034,0.06758200000000039
2022/07/14/05:10:46.651931,14690,1657743046,651602155,leptrino,1.4571833333333382,1.4740833333333498,-4.472333333333316,-0.28963733333334124,0.1156746666667034,0.0855820000000004
2022/07/14/05:10:46.654034,14691,1657743046,653710890,leptrino,1.307183333333338,1.7240833333333498,-4.622333333333316,-0.30763733333334126,0.10567466666670339,0.1055820000000004
2022/07/14/05:10:46.654072,14693,1657743046,653759474,leptrino,1.107183333333338,1.5240833333333499,-4.922333333333317,-0.29163733333334124,0.08567466666670338,0.1195820000000004
2022/07/14/05:10:46.655882,14694,1657743046,655570744,leptrino,1.107183333333338,1.57408333333335,-4.922333333333317,-0.28563733333334124,0.09167466666670339,0.1235820000000004
2022/07/14/05:10:46.655915,14695,1657743046,655604534,leptrino,1.007183333333338,1.57408333333335,-4.672333333333316,-0.28163733333334123,0.08967466666670339,0.1175820000000004
2022/07/14/05:10:46.657956,14696,1657743046,657616577,leptrino,1.007183333333338,1.82408333333335,-5.172333333333317,-0.28763733333334124,0.09167466666670339,0.1195820000000004
2022/07/14/05:10:46.657995,14697,1657743046,657757749,leptrino,0.8571833333333381,1.7240833333333498,-5.422333333333317,-0.27963733333334123,0.08967466666670339,0.11358200000000039
2022/07/14/05:10:46.658020,14698,1657743046,657779659,leptrino,0.8571833333333381,1.6740833333333498,-5.372333333333316,-0.24963733333334126,0.0836746666667034,0.1035820000000004
2022/07/14/05:10:46.659891,14699,1657743046,659570812,leptrino,0.657183333333338,1.1740833333333498,-5.272333333333316,-0.19163733333334124,0.08567466666670338,0.08158200000000039
2022/07/14/05:10:46.659920,14700,1657743046,659605947,leptrino,0.7071833333333379,0.7240833333333498,-5.172333333333317,-0.12163733333334124,0.08567466666670338,0.06758200000000039
2022/07/14/05:10:46.661974,14701,1657743046,661643153,leptrino,0.8571833333333381,0.27408333333334983,-5.522333333333316,-0.059637333333341244,0.0836746666667034,0.047582000000000395
2022/07/14/05:10:46.662021,14702,1657743046,661675883,leptrino,0.8571833333333381,-0.2759166666666502,-5.722333333333316,-0.013637333333341247,0.0836746666667034,0.039582000000000395
2022/07/14/05:10:46.663999,14703,1657743046,663644550,leptrino,0.9071833333333381,-0.42591666666665023,-5.772333333333316,0.010362666666658754,0.08767466666670339,0.031582000000000394
2022/07/14/05:10:46.664038,14705,1657743046,663693744,leptrino,0.957183333333338,-0.7759166666666503,-5.922333333333317,0.040362666666658754,0.08567466666670338,0.01958200000000039
2022/07/14/05:10:46.665989,14706,1657743046,665574723,leptrino,1.107183333333338,-0.8759166666666502,-5.822333333333316,0.06036266666665876,0.0816746666667034,0.01958200000000039
2022/07/14/05:10:46.666032,14707,1657743046,665609432,leptrino,1.2071833333333382,-1.1259166666666502,-5.722333333333316,0.08436266666665876,0.07567466666670339,0.01958200000000039
2022/07/14/05:10:46.667924,14708,1657743046,667569655,leptrino,1.357183333333338,-1.1759166666666503,-5.722333333333316,0.11836266666665876,0.07767466666670339,0.009582000000000392
2022/07/14/05:10:46.667964,14709,1657743046,667603364,leptrino,1.5071833333333382,-1.4259166666666503,-5.722333333333316,0.16236266666665874,0.07367466666670339,0.005582000000000391
2022/07/14/05:10:46.670006,14710,1657743046,669639134,leptrino,1.807183333333338,-1.6259166666666502,-5.422333333333317,0.20036266666665875,0.07367466666670339,0.0015820000000003915
